SMILES,PC1_acid_base_score,AcidBaseClass
COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4=CC=C(C=C4)I,-0.007667545312679115,Neutral
COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4=CC=C(C=C4)F,-0.014563459963454917,Neutral
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,-0.01904344258988466,Neutral
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,-0.02049067229423254,Neutral
C[C@@]12C3=CC=CC=C3C[C@@H](N1)C4=CC=CC=C24,-0.059047564643265195,Neutral
CC(C)SC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,-0.02930800394338762,Neutral
CN1CCCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,-0.05054691645488809,Neutral
COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,0.006467015904106409,Neutral
CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,-0.00011920907536047217,Neutral
CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3,-0.028082057309103573,Neutral
CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,-0.00740131916961139,Neutral
CCN(CC)CCOC1=CC=C(C=C1)CC2=CC=CC=C2,-0.05237028089972599,Neutral
CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,-0.004717895836150676,Neutral
CNC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C#N,-0.035057281417653574,Neutral
CN(C)C1=CC=C(C=C1)C2=NN3C(=NN=C3S2)C4=CC=CC=C4OC,-0.017652663413249465,Neutral
C1=CC(=CN=C1)NC(=O)C2=CC=CS2,-0.04974938648713313,Neutral
COC1=CC(=CC(=C1OC)OC)C(=O)N2CCN(CC2)C3=C(C=CC(=C3)Cl)Cl,-0.018435794317323773,Neutral
CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,-0.001910449132495213,Neutral
CC1=CC=CC=C1NC(=O)NC2=CC=CS2,-0.045601400254375764,Neutral
COC1=CC=CC(=C1)C(=O)NC2=CC3=C(C=C2)OC(=N3)C4=CC5=CC=CC=C5C=C4,-0.015626587867558356,Neutral
CC1=C(C2=C(O1)C=CC(=C2)N(C(=O)OC3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4)C(=O)C,-0.0018398224055540613,Neutral
CC1=CC=C(C=C1)CN2C3=CC=CC=C3C(C2=O)(CC(=O)C4=CC=C(C=C4)C)O,-0.021781567127615406,Neutral
CC1=C(C2=C(N1C3=CC=C(C=C3)OC)C=CC(=C2)OC(=O)COC4=CC=CC=C4)C(=O)C,-0.008135874280676483,Neutral
CC(=O)NC1=CC=C(C=C1)NC2=NN=C(C3=CC=CC=C32)C4=CC=C(C=C4)OCC#C,-0.0030948101719070666,Neutral
CCOC1=C(C=CC(=C1)CNC2=CC=C(C=C2)O)OCC3=CC=C(C=C3)Cl,-0.016899712082969844,Neutral
CC1=CC2=C(C=C1)OC3=C(C2=O)C(N(C3=O)CCCN4CCOCC4)C5=CC(=CC=C5)O,0.000277082875483012,Neutral
CC1=CC2=C(C=C1C)OC3=C(C2=O)C(N(C3=O)CCCN4CCOCC4)C5=CC(=C(C=C5)O)OC,0.011239117031113308,Neutral
CC1=CC2=C(C=C1)OC3=C(C2=O)C(N(C3=O)CCCN(C)C)C4=CC=C(C=C4)O,-0.010660034009857189,Neutral
CCCCOC1=C(C=C(C=C1)C2C3=C(C(=O)N2CCCN(C)C)OC4=C(C3=O)C=C(C=C4)C)OCC,0.0006129827710024186,Neutral
C1CCCN(CC1)C2=C(N=C(O2)C3=CC=C(C=C3)F)S(=O)(=O)C4=CC=CC=C4,-0.01792064342694491,Neutral
CCC1=CC=C(C=C1)C2N=C(NC3=NC4=CC=CC=C4N23)N,-0.019957714300310705,Neutral
C1=CC(=C(C=C1C#N)F)C(=O)NC2=CC(=C(C=C2)Cl)C3=NC4=C(O3)C=CC(=C4)Cl,-0.011806599614950458,Neutral
CC1=CC2=C(C=C1)N=C(O2)C3=C(C=CC(=C3)NC(=O)C4=CC5=C(C=C4)OCCO5)Cl,-0.008402819741772606,Neutral
CC1=CC=CC=C1NC(=O)CSC2=C(C(=CC(=N2)C3=CC=CC=C3)C4=CC=C(C=C4)OC)C#N,-0.0017540729362975093,Neutral
CC1=NC2=C(C(=NN2C(=C1)C3=CC=C(C=C3)OC)C)C4=CC(=C(C=C4)OC)OC,-0.015034319863007094,Neutral
CN1C2=CN(C(=C2C(=O)N(C1=O)C)C3=CC=C(C=C3)Cl)CCC4=CC=CC=C4,-0.020826821540276878,Neutral
CCOC(=O)C1=CC=C(C=C1)NC(=O)CSC2=NC3=C(C=C2C#N)N4CCC3CC4,0.0035440666633866805,Neutral
C1CN2CCC1C3=C2C=C4C(=C(SC4=N3)C(=O)NC5=CC=C(C=C5)Cl)N,-0.009995062790988916,Neutral
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(C3=CC4=C(C5CCN4CC5)N=C3S2)N,0.00850414542440562,Neutral
CC1=CC(=C(C=C1Cl)OC)NC2=C3CCCC3=NC4=CC=CC=C42,-0.03394414681392378,Neutral
CCC1=CC(=CC=C1)NC(=O)C(CC2=CC=CC=C2)NS(=O)(=O)C3=CC=CS3,-0.009092273507055262,Neutral
CC1=C(C=C(C=C1)NC(=O)C(CC2=CC=CC=C2)NS(=O)(=O)C3=CC=CS3)Cl,-0.007847594989247154,Neutral
CCN1C=C(C2=CC(=C(C=C2C1=O)OC)OC)C(=O)N3CCN(CC3)C4=CC(=CC=C4)Cl,-0.006647007986689,Neutral
C1CN(CCN1C2=CC(=CC=C2)Cl)C(=O)CCCCN3C(=O)C4=C(C=CS4)NC3=O,-0.0016074439536247368,Neutral
CCCCCN1C2=CC=CC=C2N=C1CCCNC(=O)C3=CC=CC=C3OC,-0.01969194440535211,Neutral
CCC1=CC(=CC=C1)NC(=O)CSC2=NC3=CC=CC=C3N=C2N4CCCCC4,-0.01300631451479848,Neutral
CC1(CC2=C(C=C(C(=O)N2C3=C(C=CC(=C3)OC)OC)C4=NC(=CS4)C5=CC=C(C=C5)Cl)C(=O)C1)C,0.005587435460255289,Neutral
C1=CC=C(C=C1)C(C(=O)NC2=CC=C(C=C2)Cl)NS(=O)(=O)C3=CC=CS3,-0.011456646947348907,Neutral
CC1=C(C=CC(=C1)Br)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=CS3,-0.006837794364997247,Neutral
CC1=C(C=C(C=C1)NC(=O)NCC2CCN(CC2)CC3=CC(=CC=C3)Cl)Cl,-0.023997312658174574,Neutral
C1CN(CCC1CNC(=O)NC2=CC(=C(C=C2)F)Cl)CC3=CC(=CC=C3)Cl,-0.02370802429574588,Neutral
CCOC1=CC(=C(C=C1)OCC)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(S3)Br,0.01329254135531158,Neutral
CC(=O)NC1=CC=C(C=C1)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(S3)Br,0.012509908132015036,Neutral
CCN(C1=CC(=C(C=C1)C)C)C(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(S3)Br,-0.007777216172683945,Neutral
CC1=CC(=C(C=C1)C)CN2CCC(CC2)CNC(=O)NC3=C(C=C(C=C3)Br)F,-0.020344371127319016,Neutral
COC1=C(C(=CC(=C1)C2CC(=O)NC3=CC4=C(C=C23)OCCO4)Br)OC,-0.013160288531465707,Neutral
CC(C)OC1=CC=CC(=C1)C2CC(=O)NC3=CC4=C(C=C23)OCO4,-0.026554702374915397,Neutral
CC1=C(C=C(C=C1)NC2=C(C(=O)C3=CC=CC=C32)C4=CC=C(C=C4)C(F)(F)F)F,-0.030412670891194336,Neutral
CCN(C1=CC=CC=C1)S(=O)(=O)C2=C(N=C3N(C2=O)C(=CS3)C)C,-0.018299388433538497,Neutral
CC1=C(C(=CC=C1)N2CCN(CC2)C3=NC4=CC=CC=C4C5=NN=C(N53)C)C,-0.018365385742063693,Neutral
CC1=CC=C(C=C1)C(=O)NC2=C(N=C(N=C2NC3=CC=C(C=C3)C)NC4=CC=C(C=C4)C)C,0.0054897388276919975,Neutral
CCOC1=CC=C(C=C1)NC2=NC(=NC(=C2NC(=O)C3=CC=C(C=C3)C)C)NC4=CC=C(C=C4)OCC,0.02385791237566815,Neutral
CCC1=NC2=C(C=CC(=C2)C(=O)NCCCOC)SC3=C1C=C(C=C3)Br,-0.01916464500216264,Neutral
CN1C2=CC=CC=C2N=C(C1=O)C(=O)NC3=CC(=C(C(=C3)OC)OC)OC,-0.0030526935693803753,Neutral
C1COC2=C(O1)C=CC(=C2)NC(=O)CSC3=C(NC(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,0.004165175477677768,Neutral
CCC1=NC2=C(C=CC(=C2)C(=O)NC3CCCC3)SC4=C1C=C(C=C4)Cl,-0.027884963109006036,Neutral
CCOC(=O)C1=CC=C(C=C1)N2C(C3=C(NN=C3C2=O)C4=CC=CS4)C5=C(C=C(C=C5)Cl)Cl,-0.0004984200984447511,Neutral
CCOC1=CC=C(C=C1)C2C3=C(NN=C3C(=O)N2C4=CC=C(C=C4)C(=O)OCC)C5=CC=CS5,0.0044131056753610644,Neutral
CCN(CC1=CC=CC=C1)CC2=C(C(NC(=O)N2)C3=CC=C(C=C3)OC(C)C)C(=O)OCC,0.0023847426869352335,Neutral
CCOC(=O)C1=CC=C(C=C1)N2C(C3=C(NN=C3C2=O)C4=CC=CO4)C5=CC=C(C=C5)C,-0.003279731851267183,Neutral
COC1=CC(=C(C=C1)OC)NC2=C3CCCC3=NC4=CC=CC=C42,-0.029523798589216353,Neutral
CC1=CC(=C(C=C1)OC)NC2=C3CCCC3=NC4=CC=CC=C42,-0.03696150840018126,Neutral
CC1=CC(=C(C=C1)C)CN2C3=C(C=CC(=C3)C(=O)N4CCN(CC4)C5=CC=CC=C5F)S(=O)C6=CC=CC=C6C2=O,0.00040510609875195683,Neutral
CCOC1=CC=C(C=C1)NC(=O)CC2C(=O)N(C(=O)N2CCC3=C(C=CS3)C)C4=CC=C(C=C4)F,0.0020910110819732535,Neutral
COC1=CC=C(C=C1)C2=NC3=C(CC4=CC=CC=C4O3)C(=N2)SCC(=O)NC5=CC=C(C=C5)C(=O)O,0.021159224913202244,Neutral
CCCNC(=O)C1=CC2=C(C=C1)SC3=C(C=CC(=C3C(=N2)C)C)C,-0.03253446499477086,Neutral
CC1=C2C(=NC3=C(C=CC(=C3)C(=O)NCCC4=CC=CC=C4)SC2=C(C=C1)C)C,-0.02410862425245909,Neutral
CN(C1=CC=C(C=C1)OC)C(=O)C2=CC3=C(S2)C4=CC=CC=C4OC3,-0.03211040877019958,Neutral
CCC1=CC2=C(C(=CN=C2C=C1)C(=O)C3=CC(=C(C=C3)C)C)N4CCC(CC4)C(=O)N,-0.010828380791635152,Neutral
CC1=CC=C(C=C1)C2=NC(=C(O2)C)CN3C4=C(C=C3C(=O)OC)OC=C4,-0.017909096171417557,Neutral
CN1C2=C(C=C(C=C2)NC(=O)C3=CC(=CC=C3)Br)N=C1CN4CCCCC4,-0.018616442492035694,Neutral
COC1=CC=C(C=C1)C2=NOC(=N2)CSC3=NN=C(N3C4=CC=C(C=C4)F)CC5=CC=CC=C5,0.0061818805975325086,Neutral
CC1=C(C(=O)N2C(=N1)N=C(N2)NC(=O)C3=CC=C(C=C3)C(C)(C)C)Cl,-0.008349576886561707,Neutral
C1=CC=C(C=C1)CNC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=C(C=C3)F,-0.006981798569777644,Neutral
C1=CC=C(C(=C1)CS(=O)(=O)C2=NC=C(C(=N2)C(=O)NC3=CC=CC=C3F)Cl)F,-0.006814401089029956,Neutral
CCC1=NN=C(S1)NC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=C(C=C3)C,0.010142441840093955,Neutral
CCCCCN1C=C2C(=C1C3=CC=C(C=C3)Br)C(=O)N(C(=O)N2C)C,-0.02290321794652335,Neutral
CCCCN1C=C2C(=C1C3=CC=C(C=C3)Br)C(=O)N(C(=O)N2C)C,-0.02464959490954652,Neutral
CN1C2=CN(C(=C2C(=O)N(C1=O)C)C3=CC=C(C=C3)Br)CCC4=CC=CC=C4,-0.017970131130257916,Neutral
CCS(=O)(=O)C1=NC=C(C(=N1)C(=O)NC2=C(C=CC(=C2)C)C)N(CC3=CC=C(C=C3)F)CC4=CC=CO4,0.017998385577627642,Neutral
CCOC(=O)N1CCN(CC1)CC2=NC3=C(N2C(C)C)C=CC(=C3)NC(=O)C4=CC=C(C=C4)OC,0.010505291312657388,Neutral
CCC1=CC=C(C=C1)OC(C)C(=O)N2CCC(CC2)C3=NC4=CC=CC=C4O3,-0.024492083299772132,Neutral
CN(C1=CC=CC=C1)C(=O)CSC2=NC3=C(S2)C=C(C=C3)NC(=O)C4=CC=C(C=C4)F,-0.007591974561471178,Neutral
CCOC1=CC=C(C=C1)C2=NN=C(O2)SCC(=O)NCC3=CC=CC=C3Cl,-0.007598287625611652,Neutral
CCC1=CC=C(C=C1)N2C3=C(C(SCC(=O)N3)C4=CC=CC=C4C)C(=N2)C,-0.02249327681357735,Neutral
COC1=CC=CC(=C1)C(=O)NC2=NN=C(S2)S(=O)(=O)N3CCOCC3,0.0036167666909499717,Neutral
CC(C)OC1=CC=C(C=C1)CNC(=O)C2CCN(CC2)C(=O)N3CCOC4=C3C=C(C=C4)Cl,-0.006333545320335625,Neutral
COC1=C(C=C(C=C1)CCNC(=O)CN2C3=C(C=CC(=C3)F)N4C=CC=C4C2=O)OC,-0.0030111850956117377,Neutral
CCN(CC)CCCNC(=O)C1=CC2=C(C=C1)N3C=C(N=C3S2)C4=CC=C(C=C4)OCC,-0.003589824600496996,Neutral
COC1=CC(=CC(=C1OC)OC)NC(=O)C2=CC(=NO2)C3=CC=CC=C3O,0.003540086815975023,Neutral
COC1=CC2=C(C=C1)C(=C(N2CC3=CC=C(C=C3)C=C)C(=O)O)CNC4CCCCC4,-0.008595276232364934,Neutral
CC1=C(C=C(C=C1)N2C(=O)C3=C(C4=CC=CC=C4O3)N(C2=O)CC(=O)NC5=CC(=C(C=C5)F)Cl)C,0.006934258016257548,Neutral
CC1=CC=C(C=C1)C2=C(SC=C2CN3CCN(CC3)C4=CC=CC(=C4)C(F)(F)F)C,-0.03247852816577744,Neutral
CC1=CC(=C(C=C1Cl)OC)NS(=O)(=O)C2=C(N=C3N(C2=O)C=CS3)C,-0.0033805708839640333,Neutral
CC1=C(C(=O)N2C=CSC2=N1)S(=O)(=O)NC3=CC=C(C=C3)C(=O)OC,0.002410226212777042,Neutral
CC(C)CCN1C(=O)C2=C(C=CS2)N3C1=NN=C3CCCC(=O)NC4=CC(=C(C=C4)OC)Cl,0.013114562853413517,Neutral
CC1CCCN(C1)C2=C(C=C3C(=C2)N(C=C(C3=O)S(=O)(=O)C4=CC=CC(=C4)C)CC5=CC=CC=C5)F,-0.0047858333639808175,Neutral
CC1CCCCN1C2=C(C=C3C(=C2)N(C=C(C3=O)S(=O)(=O)C4=CC=CC(=C4)C)CC5=CC=CC=C5)F,-0.004813372447313424,Neutral
CC1=CC(=C(C=C1)NC(=O)C2=C(C3=C(N2C)C=CC(=C3)C)N4CCCC4=O)C,-0.023982699479767708,Neutral
CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NC(C)C4=CC=CC=C4)C)C,0.0013045357121601975,Neutral
CC1=CC2=C(C=C1)C(=C(N2CC3=CC=C(C=C3)OC)C(=O)O)CNCC4=CC=CO4,-0.004094293660509806,Neutral
CC1=CC2=C(C=C1)C(=C(N2CC3=CC=C(C=C3)OC)C(=O)O)CNCC4=CC(=CC=C4)OC,0.0004338288820281656,Neutral
CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NCC4=CC=CC=C4OC)C)C,0.008791058306761244,Neutral
CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NCC4=CC=CC=C4F)C)C,0.0016426368582250265,Neutral
CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NCC4=CC(=C(C=C4)OC)OC)C)C,0.01799093029005884,Neutral
CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NCC4=C(C(=CC=C4)OC)OC)C)C,0.01799093029005884,Neutral
CCOC1=CC=C(C=C1)CNC(=O)CCCN2C(=O)C3=NN(C(=C3C(=N2)C)C)C4=CC=C(C=C4)C,0.010537435269784406,Neutral
CC1=CC=C(C=C1)CCNC(=O)C2CCCN(C2)C3=NN=C(C4=C(N(N=C43)C5=CC=C(C=C5)OC)C)C,0.012834094899799255,Neutral
CC1=CC(=CC=C1)N(C)C2=NC3=CC=CC=C3C4=NN=C(N42)C,-0.031750943224071834,Neutral
CC1=CC(=CC=C1)NC(=O)C2=C3NC(=C(C(N3N=C2)C4=CC=CC=C4Cl)C(=O)NC5=CC=CC=C5OC)C,0.023117862853515664,Neutral
CCOC1=CC=C(C=C1)C2C(=C(NC3=C(C=NN23)C(=O)NC4=CC=CC(=C4)C)C)C(=O)NC5=CC=CC=C5OC,0.031046750213578944,Neutral
CCC1=CC=C(C=C1)C2C(=C(NC3=C(C=NN23)C(=O)NC4=CC=C(C=C4)C)C)C(=O)NC5=CC=CC=C5OC,0.02363534650804025,Neutral
CC1=NOC2=NC=NC(=C12)NCC3=C(C=CC(=C3)OC)OC,-0.013900808976019145,Neutral
CC1=NOC2=NC=NC(=C12)NCCC3=C(C=C(C=C3)OC)OC,-0.012087255975336927,Neutral
CC1=CC=C(C=C1)N2C(=C(C=N2)C(=O)NCCC3=CNC4=C3C=C(C=C4)OC)C5CCN(CC5)C(=O)OC(C)(C)C,0.023981871945006505,Neutral
COC1=CC=CC(=C1)CNCC2=CC=CN2C3=NN=C(S3)N4CCN(CC4)C5=CC=CC=C5,0.005541533683346691,Neutral
CC1=C(C=C(C=C1)C2=CC(=NO2)C)S(=O)(=O)NCC3CCN(CC3)CC4=CC=C(C=C4)F,-0.0036242681022485112,Neutral
CC1=CC2=C(C=C1)OCCN2S(=O)(=O)C3=C(C=CC(=C3)C4=C(C(=NO4)C)C)C,-0.016232323324832508,Neutral
CC1=C(N=NN1C2=CC=CC=C2C(F)(F)F)C3=NSC(=N3)NC(=O)C4=CC(=CC=C4)OC,0.011292229107141474,Neutral
CC1=CC(=CC=C1)CN2C(=C(C(=N2)SC)S(=O)(=O)C3=CC=CC=C3)N,-0.011098752503995524,Neutral
CCOC1=CC=C(C=C1)N2CC(CC2=O)C3=NC(=NO3)C4=CC(=C(C(=C4)OC)OC)OC,0.005683138875188834,Neutral
COC1=CC=CC=C1CNS(=O)(=O)C2=CC=C(C=C2)C3=CN=C(O3)C4CC4,-0.011700763387628415,Neutral
CC1=CC(=C(C=C1)OC)NS(=O)(=O)C2=CC=C(C=C2)C3=CN=C(O3)C4CC4,-0.011822654269309408,Neutral
CCOC1=CC=CC=C1CNS(=O)(=O)C2=CC=C(C=C2)C3=CN=C(O3)C4CC4,-0.009954386424605248,Neutral
CC1=CC=CC=C1C(=O)NC2=CC3=C(C=C2)N(CCC3)C(=O)C4=CC=CS4,-0.025827858258762267,Neutral
CC(C)OC1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)N(CCC3)C(=O)C4=CC=CS4,-0.014897085310990803,Neutral
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)N(CCC3)C(=O)C4=CC=CS4,-0.02055370538596269,Neutral
CCN1CCN(CC1)C2=NC=C3CN(CCC3=N2)CC4=CC(=CS4)Br,-0.020384218387905273,Neutral
COC1=CC=CC(=C1)N2CCN(CC2)C3=NC=C4CN(CCC4=N3)CC5=CC=C(C=C5)Br,-0.007828798634446068,Neutral
CCCCOC1=CC=C(C=C1)CNC(=O)C2=NN3CCCN(C(=O)C3=C2)CC4=CC=C(C=C4)C,-0.0014241086047563519,Neutral
CCN(CCN(C)C)C(=O)C1CCN(CC1)S(=O)(=O)C2=C(ON=C2C)/C=C/C3=CC=CC=C3F,0.0019244667696187428,Neutral
CN1C2=C(CN(CC2)CC3=CC=C(C=C3)OC)C(=O)N4C1=C(C=N4)C(=O)N5CCN(CC5)C6=CC=CC=C6OC,0.021447248927034715,Neutral
COC1=CC=CC=C1C(=O)NC2=NN=C(S2)SCC3=CC(=O)C4=CC=CC=C4N3,0.007625968790242498,Neutral
CC1=CC(=CC=C1)C2=NN(C(=C2)NC(=O)C3=CC=CC=C3C)C4=CC=CC=C4,-0.02605920958103387,Neutral
CCOC(=O)C1=C(C(=C(N1)C)CCC(=O)N2CCN(CC2)C3=C(C=CC(=C3)C)C)C,-0.01385507934284854,Neutral
C1CN(CCN1C2=CC=CC=C2)S(=O)(=O)C3=CN=C(N=C3)N,-0.014118080614890038,Neutral
CC1=C(C=CC=C1Cl)NC(=O)CNS(=O)(=O)C2=CC=CS2,-0.0197664988683655,Neutral
CC1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)N(C(=O)C=C3)CC(=O)NCC4=CC=C(C=C4)Cl,0.0018555181916459819,Neutral
CC1=C(N=C2N1C=CC=N2)C3=CC(=CC=C3)NC(=O)C4=CC(=C(C=C4)F)F,-0.020932994573715398,Neutral
C1=CC=C(C=C1)OCC(=O)NCC(C2=CC=CS2)S(=O)(=O)C3=CC=C(C=C3)Cl,-0.009196017484477695,Neutral
CN(C)CCCN1C(C2=C(C1=O)OC3=C(C2=O)C=C(C=C3)Cl)C4=CC(=C(C=C4)OC)OC,-0.005117325667165476,Neutral
CC1=C(SC2=NC(=NN12)C3=CC=C(C=C3)OC)CCNC(=O)C(C)(C)C,-0.012027648969359223,Neutral
CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C3=CC=NC=C3,-0.03310675536762224,Neutral
C1CCN(CC1)C2CCN(CC2)C3=C(C=C(C=C3)NC(=O)C4=CC=C(C=C4)Br)C(=O)O,-0.0023394313515009545,Neutral
CCCCNC(=O)CN1CCN(CC1)C2=C(C=C(C=N2)NC(=O)C3=CC=C(C=C3)Cl)C(=O)O,0.018957534236655377,Neutral
CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)SC4=CC=CC=C4C(=O)N3C5CCCC5,0.0002754138773345095,Neutral
CC1=CC(=CC=C1)CN2C3=C(C4=C(S3)CN(CC4)C(=O)C)C(=O)N(C2=O)C5=CC=CC=C5Cl,-0.004212459541841923,Neutral
CC1=C(C=CC=C1Cl)N2C(=O)C3=C(N(C2=O)CC4=CC(=CC=C4)OC)SC5=C3CCN(C5)C(=O)C,0.004987412441455683,Neutral
CC1=C(C(=NN1)C)CCC2=NN3C(=N2)C4=CC=CC=C4N=C3SCC(=O)NC5=CC=C(C=C5)F,0.016155941936217996,Neutral
CCC(C(=O)NC1=CC=C(C=C1)F)SC2=NC3=CC=CC=C3C4=NC(=NN42)CCC5=C(NN=C5C)C,0.019649005073024552,Neutral
CCC1=CC=CC=C1NC2=C3C=NN(C3=NC=N2)C4=CC=C(C=C4)Cl,-0.020769457712717477,Neutral
CC1=C(C=C(C=C1)N2C3=NC=NC(=C3C=N2)NCCCN4C=CN=C4)Cl,-0.0076964539666711145,Neutral
CCC1=CC=CC=C1N2C(=N)C3=C(NN=C3N=C2SCC(=O)NC4=CC=C(C=C4)C)C,0.01131163146699365,Neutral
COC1=CC(=CC(=C1)NC(=O)CN2C3=C(C=C(C=C3)S(=O)(=O)N4CCCCCC4)OC2=O)OC,0.01999774866463681,Neutral
CCOC1=CC=C(C=C1)C2C3=C(C(=O)N2CCCN(C)C)OC4=C(C3=O)C=C(C=C4)C,-0.013826020101364694,Neutral
CC1=CC=C(C=C1)NC(=O)CN(C2=CC=C(C=C2)C)S(=O)(=O)C3=CC(=C(C=C3)OC)OC,-0.002029426838475227,Neutral
C1CN2CCC1C3=C2C=C4C(=C(SC4=N3)C(=O)NC5=CC=CC(=C5)C#N)N,-0.0014060856881722042,Neutral
